ANO_CINEMATOGRAFICO,QTDE_TIT_DIF_EXIB,PUBLICO,RENDA,DATA_HORA_SESSAO,DIAS_FUNCIONAMENTO,TOT_SALAS_FUNC,REGISTRO_SALA,SALAS_COMPLEXO_INFERIDO,ASSENTOS_COMPLEXO_INFERIDO,UF_COMPLEXO,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_NORMALIZADO,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIU_COTA,TOTAL_SALAS,DIAS_FUNC_INFERIDOS,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,REGISTRO_COMPLEXO,REG_EMPRESA,REGISTRO_GRUPO,CEP_COMPLEXO,MUN_COMPLEXO
2018,67,108557,1330159.0970542643,5247,361,4,4,4.0,597.0,SP,49.0,49.0,48.99999725,49.0,49.0,0.94594375,0.7675000000000001,0.0,0.0,NÃO,4.0,364.9999795153061,0.7675000000000001,0.3883040321436059,0.8464395279044317,402296bd26064e6b82e83937c28a987f,131991654ef946ffb4a069cde978c13b,23ad9028054241cfa4166137e0dec46d,49cefe7c0c874666ad3aa8426782a3d6,539a4f97f4254dedbf32174be11feb30
2018,134,284344,5629872.569479026,11251,363,0,8,8.0,1728.0,RS,60.0,70.02875,59.965042375,69.99375,48.24375,0.9946877638390612,0.9271149112579348,174.0,0.0,SIM,8.0,364.78734111458334,1.0728850887420651,0.3978840486138358,0.984147801165749,cb5f64006b734892a7a9c00c2167207b,4e599d89e37d41bc8120ad0b812ea402,262e75fb409748f7bd23fc73f5d64916,a41bdfdce5ee464c931b733b7f03cc07,07b8c46783844ff4951692495b6e3861
2018,26,32615,432770.58994414494,573,307,1,1,1.0,193.0,PR,28.0,28.0,28.0,28.0,28.0,0.33984375,0.1875,0.0,0.0,NÃO,1.0,365.0,0.1875,0.2867866675664145,0.03924983739852905,cbf6070221f4462c9ab1f615531dc579,83b12cb8ffca42a688c4ac35f5d95ab2,c21a92fe7087408ebf801c14691b89f6,f48a2d704cae4bbe98bf0ce8e29261b9,65aa1ad57a9a4be4b2518cbf2a74920b
2018,129,309910,3628054.269681888,8638,363,0,6,6.0,1267.0,ES,63.0,63.0,63.0,63.0,52.21,1.0,1.0,64.74,0.0,SIM,6.0,365.0,1.0,0.3989422804014327,1.0,e00f2554be5c40eb8e0aa5efa339a57b,3e1a99dc3d6847cfb575d787abbade71,35db9c2a000a4230b8bb8a65dbb068a0,94e7122d22154d19a0c12243e3321ea8,7e7dc056692b498f9cda26374a3d6454
2018,123,265606,3623212.6937844213,8781,362,0,6,6.0,1526.0,PR,63.0,63.0,63.0,63.0,51.51166666666666,1.0,1.0,68.93,0.0,SIM,6.0,365.0,1.0,0.3989422804014327,1.0,8424a83b54e3402a885198163c7fdd02,3e1a99dc3d6847cfb575d787abbade71,35db9c2a000a4230b8bb8a65dbb068a0,95269ce4f84f4e9e9fbcd60bc8203af5,ebc18f2737314948ab37a3a0a317e187
2018,56,100178,959489.5117192534,3772,351,0,3,3.0,577.0,SP,42.0,42.0,42.0,42.0,42.0,0.9775,0.85,0.0,0.0,NÃO,3.0,365.0,0.85,0.39447933090788895,0.934007359375,adb5dd1eb61543dc906a3c4cfacd8584,838943cfb3454ded8df09835da5e3ecc,ca3679a444f340478b647aa0da345901,90794060263c440bb2a5b45c42b6f58c,ada63e12e64044dba7fc1f8460af3435
2018,86,153727,2211330.7924813246,3764,356,0,3,3.0,405.0,RJ,42.0,43.33333333333334,42.0,43.33333333333334,87.81,1.0,1.0,0.0,133.43,SIM,3.0,365.0,1.0,0.3989422804014327,1.0,5650b80b36a544e28b05c0b6b69500e7,7d533ea2b19c4fbb9027a2547c701548,1ec9196b8bc74dbba7971453f23dc18b,0342cd341cf8436395821c5cbda0b7b5,cd34b953d5fb4376a274fa1a4d4224dd
2018,126,362728,7783639.917080311,10371,364,0,8,8.0,1892.0,SC,60.0,60.0,59.99997375,60.0,42.59,1.0,1.0,139.28,0.0,SIM,8.0,364.9998403125,1.0,0.3989422804014327,1.0,625e07c057964a8b94362dac844b1805,8a027c6133644c7b9f79696aa598f292,95e26824967d4de7b0bb6ab4258d0bb6,53a35921a8984338a2f7d4e05176d401,80572b029d51481b925408a571dfade9
2018,160,557142,9243768.899701353,9388,363,5,7,7.0,1742.0,SP,63.0,63.0,63.0,63.0,46.42857142857143,0.9999987039053254,0.9988615384615384,116.0,0.0,SIM,7.0,365.0,1.0011384615384615,0.398942021868034,0.999996111721016,4a6e128eda084a3b8a429fcf2e5a5042,8a027c6133644c7b9f79696aa598f292,95e26824967d4de7b0bb6ab4258d0bb6,5e8bebc45a23481dac4f8126d4790341,bde14dfe2294432c87f8cd1cf6653de7
2018,95,197323,2844406.3711818173,7077,362,0,5,5.0,1026.0,MA,56.0,56.0,56.0,56.0,50.24,1.0,1.0,28.8,0.0,SIM,5.0,365.0,1.0,0.3989422804014327,1.0,9039f6a2308b4c6883605705acfc2303,d28040c317524a2aba452af0d050753c,35db9c2a000a4230b8bb8a65dbb068a0,ef85771cbaf84c4d892016fdf8280bc9,33a76aa2c18841169918280d1220619e
